"id","expname","subject","ip","condnum","choice","submitted","event","roword","colord","evttype","boxname","boxin","boxtime","delay","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","relcount","maxcount","f_box2","f_box1","f_box3","f_box4","t_box2","t_box1","t_box3","t_box4"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box2","1598","716","0","1","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.055555555555556","18","1","0","0","0","716","0","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box1","2356","683","0","2","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.11111111111111","18","0","1","0","0","0","683","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box2","3319","378","0","3","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.16666666666667","18","1","0","0","0","378","0","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box1","3722","766","0","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.22222222222222","18","0","1","0","0","0","766","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box3","4538","558","0","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.27777777777778","18","0","0","1","0","0","0","558","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box4","5130","525","0","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.33333333333333","18","0","0","0","1","0","0","0","525"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box2","5705","633","0","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.38888888888889","18","1","0","0","0","633","0","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box1","6363","5390","0","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.44444444444444","18","0","1","0","0","0","5390","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box2","11803","816","0","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.5","18","1","0","0","0","816","0","0","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box4","12803","616","0","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.55555555555556","18","0","0","0","1","0","0","0","616"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box3","13436","733","0","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.61111111111111","18","0","0","1","0","0","0","733","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box3","16077","224","0","12","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.66666666666667","18","0","0","1","0","0","0","224","0"
"15","14","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:48:35","mouseout","","","0_0","box1","16410","107","0","13","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","0.72222222222222","18","0","1","0","0","0","107","0","0"
