"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box4","f_box3","t_box1","t_box2","t_box4","t_box3"
"8","30","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:46:12","","","1","13","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","13","3","4","4","2","8222","3440","1848","1207"
"71","30","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:31:10","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","261","268","343","277"
"86","30","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:01:47","","","1","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","11","2","4","3","2","965","1508","2035","1350"
"132","30","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:52:13","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","2","4","2","1","992","2503","645","603"
"187","30","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:22:54","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","3","1","2","1133","1033","433","982"
"226","30","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:53:37","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","330","383","415","368"
"269","30","DxWeF9rqIbTubH","82.195.190.210","-1","A","2022-06-16 14:15:47","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","663","1182","633","484"
"310","30","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:56:58","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","584","653","381","250"
"351","30","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:51:15","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","949","299","533","584"
"393","30","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:06:21","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","1","1","1","0","567","434","232","0"
"418","30","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 13:59:29","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1420","427","427","692"
"474","30","fqX2QjgCkRvgzm","62.165.198.141","-1","A","2022-06-17 17:30:02","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","447","940","779","1575"
"507","30","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:32:26","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","2","1","296","440","702","439"
"543","30","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:26:23","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","2","2","2","2564","1032","1251","1082"
"555","30","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:27:16","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","139","295","283","322"
"604","30","YpuFRM3EsA9Tnh","80.114.132.224","-1","A","2022-06-18 14:48:24","","","1","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","11","2","3","4","2","1033","1368","2163","650"
"676","30","GHzsS5M4kn3qPb","5.38.195.169","-1","A","2022-06-18 15:39:01","","","1","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","11","2","3","3","3","550","999","780","898"
"799","30","OrRCcXsKE1We3k","80.114.167.25","-1","B","2022-06-19 05:21:42","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","0","1","1","2","0","318","331","598"
"818","30","sh5aQtbGJHCnOp","80.114.167.180","-1","B","2022-06-19 06:11:34","","","1","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","12","3","4","3","2","1647","2163","998","941"
"821","30","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:25:01","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","3","2","1","2","1438","1542","810","897"
"867","30","lCKkPGBQXKgWlB","89.223.131.144","-1","A","2022-06-20 07:24:13","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","2341","2220","548","678"
"876","30","F2DHJDWKscjV7Y","147.161.169.84","-1","A","2022-06-20 07:25:03","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","448","399","467","649"
"953","30","5MLkC0tXMgK8o0","163.116.178.119","-1","A","2022-06-20 08:42:34","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","3","3","2","3","919","985","501","736"
"998","30","WsXGz7XlEYcxw7","193.225.54.2","-1","B","2022-06-20 11:02:57","","","1","22","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","22","7","7","4","4","3276","3478","1506","2681"
"1055","30","19jHpDbOrHhK2E","176.63.28.243","-1","A","2022-06-20 13:48:45","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","1550","2283","883","416"
"1065","30","QIU1BczDGxOpGR","89.205.131.27","-1","A","2022-06-21 07:22:31","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","2","2","2","2","607","610","590","793"
"1115","30","iWl2lzunrIV01z","145.108.230.212","-1","A","2022-06-21 07:26:03","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","636","805","514","1413"
"1146","30","BAx0a97PQ40dev","146.50.212.25","-1","A","2022-06-21 10:33:35","","","1","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","11","3","3","3","2","964","1538","1389","953"
"1219","30","ZrMHoYN0kwNjBR","77.111.112.170","-1","A","2022-06-21 12:53:47","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","502","533","478","680"
"1254","30","uBQ0Wu2wl5lnFc","62.194.196.58","-1","B","2022-06-22 08:50:20","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","400","551","334","116"
"1279","30","eXkEPMjASmYoUl","193.225.54.32","-1","A","2022-06-23 03:51:06","","","1","1","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","1","0","0","0","1","0","0","0","152"
"1303","30","X4l2YrFHVrUejJ","84.3.167.133","-1","A","2022-06-23 04:12:49","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","3","2","1","2","3072","1133","651","1119"
"1368","30","NkU82Lh7javxl3","165.225.200.188","-1","A","2022-06-23 06:23:21","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","282","750","367","649"
"1405","30","gK8qcxE90fE6L6","176.63.14.55","-1","A","2022-06-23 08:09:04","","","1","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","12","1","1","5","5","802","1015","2151","1843"
"1436","30","mncNjomh7UfIzG","143.177.49.198","-1","A","2022-06-23 16:16:02","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","2","3","2","2","1402","2556","971","914"
"1469","30","XqeppgwNjysUK1","80.98.115.247","-1","A","2022-06-24 05:10:43","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","819","417","350","334"
"1513","30","7pWoCu9NyaRxZz","193.205.24.51","-1","B","2022-06-24 06:14:01","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","750","1183","350","366"
"1572","30","6idIFUCMJuHofF","37.76.1.210","-1","A","2022-06-24 06:22:38","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","666","881","1350","533"
"1585","30","zNQb21HqD51R1c","78.139.22.66","-1","A","2022-06-24 09:23:01","","","1","1","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","1","0","0","1","0","0","0","126","0"
"1619","30","0DOg5zCtEZUz1E","176.63.19.101","-1","A","2022-06-24 10:35:43","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","397","458","388","550"
"1671","30","skxYmZHybTjh2S","77.234.84.94","-1","A","2022-06-24 12:27:43","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","1362","2085","1199","2249"
"1703","30","XXDoEzMZ4Dipub","147.161.169.74","-1","B","2022-06-25 02:03:01","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","2","3","3","2","350","700","831","550"
"1773","30","xhX3NrBzc4bFlC","77.221.36.224","-1","A","2022-06-25 13:26:05","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","2","1","0","1","634","465","0","266"
"1780","30","SiqlYnhUraDrCz","89.134.255.134","-1","A","2022-06-26 04:26:56","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","850","783","350","434"
"1849","30","Mpm3lNDzKkMrYq","176.63.4.182","-1","B","2022-06-26 05:34:52","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","552","300","334","450"
"1880","30","nCdtv059utEyV2","81.183.155.33","-1","A","2022-06-26 11:30:53","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","2","1","0","0","499","217","0","0"
"1925","30","VoOPXewXyC0Jki","80.114.132.180","-1","A","2022-06-26 16:00:31","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","365","450","519","1252"
"1938","30","CYxuTEAmynRSEE","145.18.86.191","-1","A","2022-06-27 10:02:55","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","4","4","1","1","9897","3028","468","1133"
"1978","30","lkIEYSvDF3UoZo","80.114.134.200","-1","A","2022-06-27 12:57:11","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","789","833","538","501"
"2043","30","IXGUgwHMQ1sX6p","77.174.173.142","-1","A","2022-06-28 12:55:32","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","3079","3098","1466","906"
"2093","30","XH6dLOHeNU0dii","66.159.223.130","-1","A","2022-06-28 15:30:21","","","1","13","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","13","4","4","2","3","3110","3732","2234","1267"
"2102","30","nNFstiagsDJnWJ","86.88.140.205","-1","A","2022-06-28 16:40:32","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","547","201","415","413"
"2149","30","l06M9J68ChsyO0","62.195.58.77","-1","B","2022-06-28 17:01:21","","","1","3","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","3","0","2","1","0","0","483","133","0"
"2183","30","AcVfvssahoYz6T","37.76.15.108","-1","A","2022-06-29 09:23:08","","","1","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","12","4","3","2","3","7889","1704","1706","1325"
"2277","30","Iujo0x1r497jTf","80.114.134.84","-1","A","2022-06-30 17:12:10","","","1","115","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","115","46","39","14","16","72682","86185","7310","7561"
"2320","30","f1Qa1MW9kn3UGF","37.76.51.13","-1","B","2022-07-01 17:29:16","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","2945","2520","1267","1177"
"2367","30","0nYs3KnJYgdvD4","189.217.87.48","-1","A","2022-07-02 22:39:46","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","567","750","416","383"
"2396","30","vKbnaDd5Q61GWj","80.114.167.172","-1","A","2022-07-05 13:59:08","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","901","528","418","704"
"2435","30","W89dVaLbYE37J7","89.102.212.73","-1","A","2022-07-06 08:33:10","","","1","11","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","11","4","3","1","3","1995","1081","465","2378"
"2486","30","zUAG03SmaLXG1t","94.21.159.200","-1","A","2022-07-06 09:44:04","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","3","3","2","1","1110","3208","619","199"
"2510","30","6Em6XxBc3RbmMK","80.114.132.228","-1","A","2022-07-06 11:45:04","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","2","2","2","3","1150","881","950","1664"
"2541","30","PXJbmYaPWopZKV","80.235.122.212","-1","A","2022-07-06 12:04:00","","","1","16","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","16","4","5","3","4","1550","1879","1141","1163"
"2610","30","K5U0VFZmLmmi3c","92.98.171.90","-1","A","2022-07-06 13:05:07","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","626","535","487","439"
"2651","30","hyYN9N5hDXmkOk","80.114.171.13","-1","A","2022-07-06 13:21:56","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","848","861","367","448"
"2680","30","s5K9wE0mdmQjB0","80.114.134.57","-1","B","2022-07-06 17:01:54","","","1","13","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","13","4","4","3","2","2147","1383","1021","866"
"2714","30","8stFM91SKprFDq","92.67.137.82","-1","B","2022-07-08 07:00:51","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","169","185","200","134"
"2757","30","WmIiqL4gRB6usl","69.135.54.106","-1","B","2022-07-08 13:41:48","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","332","250","371","234"
"2784","30","prS3FFgrkxCUCO","217.117.227.97","-1","A","2022-07-11 10:39:07","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","598","632","205","936"
"2846","30","NqcUv4CuLRIoUa","176.63.15.126","-1","A","2022-07-12 01:08:15","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","1554","2377","511","363"
"2872","30","0tApATjYCmg5wS","84.241.193.144","-1","B","2022-07-12 03:04:45","","","1","14","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","14","3","4","4","3","2198","2213","1231","1066"
