"id","expname","subject","ip","condnum","choice","submitted","event","name","value","time","submit","test","optionOrder","attributeOrder","jsonfile","set"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","onload","body","body","38","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","1370","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","2295","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box1","d=0","2320","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box1","","3244","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3278","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3286","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3286","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3294","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3295","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3303","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3303","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3311","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3311","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3319","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseover","box2","d=0","3320","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
"20","28","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:33","mouseout","box2","","3328","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet"
