"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box4","f_box3","t_box1","t_box2","t_box4","t_box3"
"24","11","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:51:39","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","2","3","3","1","3040","3766","1741","533"
"56","11","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:28:58","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","765","825","813","445"
"94","11","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:03:08","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","889","1330","566","450"
"152","11","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:56:40","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","2","2","2","1403","1098","529","707"
"185","11","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:22:36","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","5","1","1","1418","3698","466","723"
"236","11","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:55:42","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","348","249","349","366"
"250","11","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:12:41","","","1","3","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","3","1","1","1","0","722","365","667","0"
"307","11","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:56:37","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1032","502","285","316"
"358","11","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:52:54","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","1015","1115","484","500"
"371","11","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:03:11","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","468","516","366","533"
"413","11","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 13:58:56","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","450","460","560","494"
"460","11","0PpX0R5S2b3GB5","208.218.225.177","-1","B","2022-06-17 15:27:35","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","1146","1092","882","1180"
"469","11","fqX2QjgCkRvgzm","62.165.198.141","-1","A","2022-06-17 17:29:04","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","1575","621","597","1101"
"508","11","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:32:35","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","397","412","586","429"
"531","11","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:24:38","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","2","2","3","2","1064","1083","1017","1169"
"548","11","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:26:49","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","3","1","1","3","1600","388","1133","2751"
"611","11","YpuFRM3EsA9Tnh","80.114.132.224","-1","B","2022-06-18 14:49:10","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","365","566","1433","550"
"653","11","GHzsS5M4kn3qPb","5.38.195.169","-1","A","2022-06-18 15:35:32","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","2","2","2","564","1112","880","549"
"684","11","755Lpy02O94QoB","176.241.52.27","-1","A","2022-06-18 16:09:47","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","3","2","1","4","1858","696","545","1019"
"759","11","ggF7vx9onwmf0U","80.99.250.94","-1","B","2022-06-19 05:17:44","","","1","12","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","12","4","5","2","1","1833","2015","555","268"
"809","11","sh5aQtbGJHCnOp","80.114.167.180","-1","B","2022-06-19 06:10:26","","","1","13","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","13","4","5","2","2","1926","4885","1055","892"
"855","11","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:30:37","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","2","2","2","2264","1401","2019","728"
