"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box2","f_box1","f_box4","f_box3","t_box2","t_box1","t_box4","t_box3"
"21","24","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:50:48","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1633","2565","509","475"
"57","24","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:29:06","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","2","1","235","227","727","227"
"85","24","aw1XvvDjL0XznE","80.114.132.251","-1","B","2022-06-14 16:01:35","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","3","2","1","1100","1386","767","617"
"143","24","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:54:47","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","1587","1062","842","758"
"161","24","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:17:21","","","1","19","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","19","6","7","3","3","3262","3048","1216","949"
"213","24","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:52:00","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","167","448","350","315"
"270","24","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:15:53","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","483","552","449","549"
"303","24","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:56:11","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","368","480","487","379"
"357","24","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:52:43","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","1183","1564","447","634"
"397","24","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:06:56","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","2","1","1","0","648","967","500","0"
"435","24","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 14:01:07","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","2","1","595","344","973","511"
"459","24","0PpX0R5S2b3GB5","208.218.225.177","-1","A","2022-06-17 15:27:25","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","0","2","0","1","0","1866","0","1012"
"510","24","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:32:56","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","462","425","562","473"
"576","24","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:28:46","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","2","2","2","852","742","949","670"
"585","24","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:29:20","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","2","1","2","1","816","516","1016","481"
