"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box2","f_box1","f_box3","f_box4","t_box2","t_box1","t_box3","t_box4"
"35","9","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:54:47","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","2549","1449","466","608"
"51","9","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:28:13","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","353","367","404","387"
"109","9","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:05:22","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1119","499","552","584"
"127","9","NEpzOgnmyST18v","1.209.175.50","-1","A","2022-06-14 20:49:52","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","2","4","2","1","740","1736","837","479"
"177","9","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:21:01","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","4","3","2","1","1764","1382","1150","417"
"219","9","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:52:44","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","497","332","432","349"
"244","9","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:11:38","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","3","2","1","3","2313","1768","833","1568"
"299","9","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:55:47","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","565","353","349","649"
"344","9","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:48:51","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","2388","2165","950","850"
"376","9","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:04:03","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","349","436","451","418"
"411","9","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 13:58:43","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","510","493","511","493"
"448","9","0PpX0R5S2b3GB5","208.218.225.177","-1","B","2022-06-17 15:24:09","","","1","16","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","16","6","5","3","2","11927","5422","2353","1988"
"482","9","fqX2QjgCkRvgzm","62.165.198.141","-1","A","2022-06-17 17:31:48","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","1001","862","441","621"
"488","9","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:28:23","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","1","2","1","830","671","979","921"
"574","9","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:28:36","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","329","408","282","190"
"603","9","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:31:19","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","1","1","2","2","820","333","650","400"
