"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box3","f_box4","t_box1","t_box2","t_box3","t_box4"
"36","19","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:55:07","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","4","2","2","2","2168","2508","1083","604"
"44","19","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:26:58","","","1","15","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","15","5","5","3","2","2294","1927","1247","1005"
"103","19","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:04:32","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","3","3","3","2","1534","1215","1003","988"
"145","19","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:55:11","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","4","3","2","1","2012","1750","922","473"
"173","19","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:20:20","","","1","29","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","29","11","10","5","3","5758","4387","1915","1015"
"203","19","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:50:38","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","432","832","616","617"
"258","19","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:14:09","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","2","1","1132","899","1233","916"
"288","19","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:54:29","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","2","4","1","3","1170","1454","468","1412"
"326","19","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:35:52","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","3","3","2","3","1579","1413","1051","1799"
"373","19","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:03:30","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","2","2","0","0","948","817","0","0"
"433","19","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 14:00:54","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","511","450","394","376"
"467","19","fqX2QjgCkRvgzm","62.165.198.141","-1","A","2022-06-17 17:28:39","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","2","3","2","1979","2359","1337","1281"
"504","19","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:31:50","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","2","1","1","3","599","645","630","923"
"526","19","vrZ7Ymei1XGEG4","201.229.97.78","-1","B","2022-06-18 10:23:48","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","2","3","1","1","1593","2194","680","733"
"545","19","DCV8554pwCJUrT","87.211.132.161","-1","B","2022-06-18 10:26:37","","","1","14","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","14","3","4","3","4","1799","2682","1847","2434"
"619","19","YpuFRM3EsA9Tnh","80.114.132.224","-1","A","2022-06-18 14:49:57","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","584","283","632","435"
"647","19","GHzsS5M4kn3qPb","5.38.195.169","-1","B","2022-06-18 15:34:29","","","1","18","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","18","4","7","3","4","1844","2948","1511","2328"
"711","19","755Lpy02O94QoB","176.241.52.27","-1","A","2022-06-18 16:11:24","","","1","1","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","1","0","0","0","1","0","0","0","185"
"729","19","ggF7vx9onwmf0U","80.99.250.94","-1","B","2022-06-19 05:07:24","","","1","21","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","21","6","9","3","3","2292","4436","632","868"
"859","19","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:31:25","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","576","546","417","519"
"875","19","F2DHJDWKscjV7Y","147.161.169.84","-1","A","2022-06-20 07:24:54","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","499","681","815","466"
"931","19","lCKkPGBQXKgWlB","89.223.131.144","-1","B","2022-06-20 07:31:47","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","2","1","607","660","594","594"
"968","19","5MLkC0tXMgK8o0","163.116.178.119","-1","B","2022-06-20 08:46:26","","","1","26","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","26","8","8","5","5","2358","2224","2223","1307"
"985","19","WsXGz7XlEYcxw7","193.225.54.2","-1","B","2022-06-20 11:00:41","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","1","2","1","2","699","1213","866","1015"
"1061","19","19jHpDbOrHhK2E","176.63.28.243","-1","B","2022-06-20 13:49:36","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","434","634","415","434"
"1067","19","QIU1BczDGxOpGR","89.205.131.27","-1","A","2022-06-21 07:22:51","","","1","15","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","15","4","4","3","4","850","2002","1740","2504"
"1069","19","iWl2lzunrIV01z","145.108.230.212","-1","B","2022-06-21 07:23:01","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","395","891","1399","592"
"1176","19","BAx0a97PQ40dev","146.50.212.25","-1","A","2022-06-21 10:37:02","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","283","451","317","369"
"1209","19","ZrMHoYN0kwNjBR","77.111.112.170","-1","A","2022-06-21 12:50:19","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1343","2258","296","654"
"1249","19","uBQ0Wu2wl5lnFc","62.194.196.58","-1","B","2022-06-22 08:49:59","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","651","917","217","351"
"1264","19","eXkEPMjASmYoUl","193.225.54.32","-1","A","2022-06-23 03:48:49","","","1","20","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","20","6","4","6","4","5270","2744","3097","2826"
"1322","19","X4l2YrFHVrUejJ","84.3.167.133","-1","A","2022-06-23 04:15:51","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","2","1","583","300","482","334"
"1360","19","NkU82Lh7javxl3","165.225.200.188","-1","A","2022-06-23 06:22:04","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","250","482","316","334"
"1384","19","gK8qcxE90fE6L6","176.63.14.55","-1","B","2022-06-23 08:03:16","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","4","3","2","2","2960","2018","1153","962"
