"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box2","f_box1","f_box3","f_box4","t_box2","t_box1","t_box3","t_box4"
"27","31","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:52:46","","","1","16","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","16","4","4","5","3","9830","7733","3991","6332"
"63","31","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:30:02","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","285","282","252","378"
"83","31","aw1XvvDjL0XznE","80.114.132.251","-1","B","2022-06-14 16:01:16","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","1072","1015","717","1333"
"140","31","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:54:05","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","3","3","1","2","1081","11785","439","764"
"194","31","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:24:08","","","1","15","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","15","5","5","2","3","1584","1381","800","1149"
"207","31","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:51:15","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","564","533","434","349"
"242","31","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:11:09","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","1372","1664","799","1389"
"285","31","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:54:03","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","968","702","432","633"
"322","31","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:33:56","","","1","12","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","12","4","3","2","3","3214","3227","1619","1549"
"395","31","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:06:37","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","1","1","0","1","766","750","0","333"
"431","31","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 14:00:42","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","2","2","2","872","337","788","988"
