"id","expname","subject","ip","condnum","choice","submitted","event","name","value","time","submit","test","optionOrder","attributeOrder","jsonfile","set"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","onload","body","body","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","1050","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","1758","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box2","d=0","1783","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box2","","2425","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","2466","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","2991","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box2","d=0","3008","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box2","","3466","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box2","d=0","3474","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box2","","3475","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box2","d=0","3483","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box2","","3484","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box4","d=0","3524","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box4","","3958","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box3","d=0","3974","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box3","","4749","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","4782","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","4791","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","4791","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","4799","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","4800","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","4807","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","4808","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","4815","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","4816","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","5224","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","5232","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","5233","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseover","box1","d=0","5240","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","mouseout","box1","","5242","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
