"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box4","f_box3","t_box1","t_box2","t_box4","t_box3"
"18","17","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:50:07","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","2969","1391","723","483"
"47","17","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:27:36","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","1764","560","403","385"
"117","17","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:06:24","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","1","4","1","2","567","2254","516","916"
"158","17","NEpzOgnmyST18v","1.209.175.50","-1","A","2022-06-14 21:00:43","","","1","15","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","15","4","6","3","2","50196","4347","1223","912"
"191","17","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:23:38","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","1","2","2","850","400","767","551"
"212","17","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:51:53","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","399","400","380","284"
"273","17","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:16:28","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","583","618","467","517"
"294","17","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:55:08","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","786","964","449","368"
"356","17","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:52:30","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","1","3","2","1","1052","2466","1165","433"
"377","17","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:04:10","","","1","3","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","3","1","1","1","0","566","611","599","0"
"419","17","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 13:59:36","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","1326","1378","761","421"
"477","17","fqX2QjgCkRvgzm","62.165.198.141","-1","A","2022-06-17 17:30:38","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","1543","795","581","621"
"503","17","QNJzRFTETtYeje","90.146.163.221","-1","B","2022-06-18 05:31:41","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","1","1","3","2","311","697","1263","1325"
"561","17","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:27:48","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","7707","356","314","304"
"581","17","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:29:06","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","883","433","517","784"
"627","17","YpuFRM3EsA9Tnh","80.114.132.224","-1","A","2022-06-18 14:50:36","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","300","549","651","384"
"645","17","GHzsS5M4kn3qPb","5.38.195.169","-1","B","2022-06-18 15:34:03","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","2","3","3","2","720","1851","1061","1188"
"714","17","755Lpy02O94QoB","176.241.52.27","-1","A","2022-06-18 16:11:32","","","1","1","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","1","0","0","1","0","0","0","191","0"
"746","17","ggF7vx9onwmf0U","80.99.250.94","-1","A","2022-06-19 05:13:47","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","2","3","2","2","578","1517","1123","799"
"770","17","OrRCcXsKE1We3k","80.114.167.25","-1","B","2022-06-19 05:18:58","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","2","2","3","2","1346","1152","1548","1384"
"843","17","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:28:42","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","2","1","1","520","651","649","368"
"881","17","F2DHJDWKscjV7Y","147.161.169.84","-1","A","2022-06-20 07:25:20","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","515","367","482","549"
"912","17","lCKkPGBQXKgWlB","89.223.131.144","-1","A","2022-06-20 07:28:15","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","3","3","0","1","1662","2299","0","361"
"945","17","5MLkC0tXMgK8o0","163.116.178.119","-1","A","2022-06-20 08:34:02","","","1","12","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","12","3","3","2","4","967","984","754","1172"
"1005","17","WsXGz7XlEYcxw7","193.225.54.2","-1","A","2022-06-20 11:04:03","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","4","3","1","3","1647","1633","682","1533"
"1045","17","19jHpDbOrHhK2E","176.63.28.243","-1","A","2022-06-20 13:45:40","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","2434","516","2235","2350"
"1110","17","iWl2lzunrIV01z","145.108.230.212","-1","A","2022-06-21 07:25:42","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","454","1029","669","940"
"1122","17","QIU1BczDGxOpGR","89.205.131.27","-1","A","2022-06-21 07:26:30","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","728","513","447","463"
"1180","17","BAx0a97PQ40dev","146.50.212.25","-1","A","2022-06-21 10:37:21","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","350","365","434","351"
"1205","17","ZrMHoYN0kwNjBR","77.111.112.170","-1","A","2022-06-21 12:49:47","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","392","767","600","313"
"1235","17","uBQ0Wu2wl5lnFc","62.194.196.58","-1","B","2022-06-22 08:48:51","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","550","700","233","434"
"1333","17","X4l2YrFHVrUejJ","84.3.167.133","-1","A","2022-06-23 04:24:53","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","550","367","233","484"
"1343","17","NkU82Lh7javxl3","165.225.200.188","-1","A","2022-06-23 06:20:03","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","3","3","1","2","1535","1149","566","649"
"1421","17","gK8qcxE90fE6L6","176.63.14.55","-1","A","2022-06-23 08:12:07","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","2595","1417","753","468"
"1455","17","mncNjomh7UfIzG","143.177.49.198","-1","A","2022-06-23 16:22:13","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","3","1","2","3193","2122","652","676"
"1492","17","XqeppgwNjysUK1","80.98.115.247","-1","A","2022-06-24 05:14:21","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","0","1","1","1","0","168","316","335"
"1515","17","7pWoCu9NyaRxZz","193.205.24.51","-1","A","2022-06-24 06:14:08","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","261","434","332","450"
"1535","17","6idIFUCMJuHofF","37.76.1.210","-1","B","2022-06-24 06:16:40","","","1","27","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","27","8","5","7","7","10964","6613","6751","9923"
"1612","17","zNQb21HqD51R1c","78.139.22.66","-1","A","2022-06-24 09:24:25","","","1","1","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","1","0","0","0","1","0","0","0","192"
"1633","17","0DOg5zCtEZUz1E","176.63.19.101","-1","A","2022-06-24 10:38:16","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","1000","827","416","403"
"1686","17","skxYmZHybTjh2S","77.234.84.94","-1","A","2022-06-24 12:29:39","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","3","2","2","1","1035","731","766","901"
"1702","17","XXDoEzMZ4Dipub","147.161.169.74","-1","A","2022-06-25 02:02:53","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","3","1","1","1","682","300","550","383"
"1759","17","xhX3NrBzc4bFlC","77.221.36.224","-1","A","2022-06-25 13:24:36","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","483","401","266","1051"
"1783","17","SiqlYnhUraDrCz","89.134.255.134","-1","A","2022-06-26 04:27:21","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","416","283","333","584"
"1822","17","Mpm3lNDzKkMrYq","176.63.4.182","-1","A","2022-06-26 05:32:17","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","2","3","2","3","451","968","534","668"
"1871","17","nCdtv059utEyV2","81.183.155.33","-1","A","2022-06-26 11:29:55","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","1","2","2","1","134","800","617","333"
"1902","17","VoOPXewXyC0Jki","80.114.132.180","-1","A","2022-06-26 15:58:23","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","342","383","517","434"
"1970","17","CYxuTEAmynRSEE","145.18.86.191","-1","A","2022-06-27 10:09:22","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","849","912","457","634"
"2008","17","lkIEYSvDF3UoZo","80.114.134.200","-1","A","2022-06-27 13:00:38","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","670","408","352","479"
"2038","17","IXGUgwHMQ1sX6p","77.174.173.142","-1","A","2022-06-28 12:54:36","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","946","734","478","579"
"2071","17","XH6dLOHeNU0dii","66.159.223.130","-1","A","2022-06-28 15:23:50","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","3","2","1","3","1281","2063","416","2134"
"2117","17","nNFstiagsDJnWJ","86.88.140.205","-1","A","2022-06-28 16:41:52","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","361","455","332","359"
"2163","17","l06M9J68ChsyO0","62.195.58.77","-1","B","2022-06-28 17:02:36","","","1","2","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","2","1","1","0","0","432","384","0","0"
"2209","17","AcVfvssahoYz6T","37.76.15.108","-1","A","2022-06-29 09:26:42","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","456","736","335","295"
"2285","17","Iujo0x1r497jTf","80.114.134.84","-1","B","2022-06-30 17:18:22","","","1","19","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","19","6","6","4","3","4692","2465","1467","1548"
"2309","17","f1Qa1MW9kn3UGF","37.76.51.13","-1","A","2022-07-01 17:26:41","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","4","4","1","1","2809","3190","382","484"
"2362","17","0nYs3KnJYgdvD4","189.217.87.48","-1","A","2022-07-02 22:39:01","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","368","483","484","950"
