"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box3","f_box4","t_box1","t_box2","t_box3","t_box4"
"22","13","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:51:02","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","3","2","1","2416","2807","1191","609"
"49","13","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:27:55","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","453","560","599","419"
"105","13","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:04:51","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","2","2","2","3317","1116","1165","433"
"121","13","NEpzOgnmyST18v","1.209.175.50","-1","A","2022-06-14 20:46:56","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","2","4","1","3","1003","2149","601","1467"
"174","13","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:20:31","","","1","18","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","18","7","7","2","2","1798","2700","700","850"
"215","13","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:52:15","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","2","3","1","1380","914","679","383"
"268","13","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:15:40","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","801","519","458","509"
"306","13","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:56:30","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","3","3","1","1","752","1646","295","432"
"320","13","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:32:28","","","1","9","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","9","3","3","1","2","2350","3535","1349","1066"
"392","13","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:06:13","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","1","1","0","1","446","151","0","193"
"425","13","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 14:00:08","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","313","454","260","310"
"443","13","0PpX0R5S2b3GB5","208.218.225.177","-1","B","2022-06-17 15:21:00","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","2173","1387","3016","1704"
"515","13","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:34:02","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","3","2","2","1","1495","652","1324","620"
"538","13","DCV8554pwCJUrT","87.211.132.161","-1","A","2022-06-18 10:25:49","","","1","10","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","10","3","3","2","2","2900","1317","1279","1500"
"572","13","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:28:30","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","490","272","589","488"
"637","13","YpuFRM3EsA9Tnh","80.114.132.224","-1","A","2022-06-18 14:51:36","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","1","2","1","2","1216","935","585","1349"
"669","13","GHzsS5M4kn3qPb","5.38.195.169","-1","A","2022-06-18 15:38:14","","","1","13","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","13","4","4","2","3","1330","1430","796","1047"
"705","13","755Lpy02O94QoB","176.241.52.27","-1","A","2022-06-18 16:11:09","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","515","295","308","372"
"748","13","ggF7vx9onwmf0U","80.99.250.94","-1","A","2022-06-19 05:14:16","","","1","9","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","9","2","4","1","2","768","1018","114","758"
"791","13","OrRCcXsKE1We3k","80.114.167.25","-1","B","2022-06-19 05:21:04","","","1","3","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","3","1","0","1","1","259","0","234","299"
"814","13","sh5aQtbGJHCnOp","80.114.167.180","-1","A","2022-06-19 06:11:04","","","1","10","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","10","3","4","1","2","972","1494","585","795"
"858","13","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:31:03","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","1","2","1","2","2581","1422","468","572"
"901","13","F2DHJDWKscjV7Y","147.161.169.84","-1","A","2022-06-20 07:27:29","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","348","279","583","500"
"935","13","lCKkPGBQXKgWlB","89.223.131.144","-1","A","2022-06-20 07:32:11","","","1","12","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","12","3","4","2","3","1588","1269","866","907"
"976","13","5MLkC0tXMgK8o0","163.116.178.119","-1","A","2022-06-20 08:50:33","","","1","7","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","1069","684","353","301"
"1003","13","WsXGz7XlEYcxw7","193.225.54.2","-1","A","2022-06-20 11:03:39","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","2","2","2","1165","899","649","800"
"1043","13","19jHpDbOrHhK2E","176.63.28.243","-1","A","2022-06-20 13:45:14","","","1","13","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","13","3","3","5","2","5935","1498","1485","1118"
"1123","13","iWl2lzunrIV01z","145.108.230.212","-1","A","2022-06-21 07:26:35","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","851","805","926","272"
"1125","13","QIU1BczDGxOpGR","89.205.131.27","-1","A","2022-06-21 07:26:41","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","629","722","414","529"
