"id","expname","subject","ip","condnum","choice","submitted","roword","colord","div","counter","submit","test","optionOrder","attributeOrder","jsonfile","set","maxcount","f_box1","f_box2","f_box4","f_box3","t_box1","t_box2","t_box4","t_box3"
"37","36","B0fCn5WB3XbJ0g","211.248.192.15","-1","A","2022-06-14 10:55:18","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","3","2","1","2","1641","1100","434","941"
"66","36","W7xMZFsc8bgeoW","128.134.253.92","-1","A","2022-06-14 13:30:27","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","269","253","253","360"
"89","36","aw1XvvDjL0XznE","80.114.132.251","-1","A","2022-06-14 16:02:18","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","1","1","2","2","767","765","1583","1951"
"128","36","NEpzOgnmyST18v","1.209.175.50","-1","B","2022-06-14 20:50:03","","","1","8","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","8","2","3","2","1","2500","1084","1036","633"
"188","36","phkg0GCvX8ceBC","62.77.201.30","-1","A","2022-06-15 07:23:05","","","1","14","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","14","5","3","2","4","1830","949","983","1867"
"200","36","k2ZwEjXuEyk0pl","31.46.254.4","-1","B","2022-06-16 13:50:08","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","2","3","2","1","1149","1262","1283","633"
"256","36","DxWeF9rqIbTubH","82.195.190.210","-1","B","2022-06-16 14:13:49","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","863","848","467","632"
"304","36","rI9OVxRlTajmDS","149.29.29.202","-1","B","2022-06-17 07:56:17","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","403","398","334","364"
"334","36","IE2X2rUMjLbOp5","84.1.28.121","-1","B","2022-06-17 12:40:23","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","3","1","1","1433","2017","533","451"
"368","36","bk32rU5iOGuHWV","84.1.28.121","-1","B","2022-06-17 13:02:44","","","1","3","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","3","1","1","1","0","400","397","479","0"
"415","36","e28uMUSesm0oPO","109.158.97.191","-1","A","2022-06-17 13:59:11","","","1","5","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","5","2","1","1","1","644","443","428","411"
"455","36","0PpX0R5S2b3GB5","208.218.225.177","-1","B","2022-06-17 15:26:32","","","1","6","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","2193","2337","799","949"
"495","36","QNJzRFTETtYeje","90.146.163.221","-1","A","2022-06-18 05:29:52","","","1","5","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","5","1","1","1","2","345","529","744","669"
"527","36","vrZ7Ymei1XGEG4","201.229.97.78","-1","A","2022-06-18 10:23:57","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","572","654","495","506"
"559","36","DCV8554pwCJUrT","87.211.132.161","-1","B","2022-06-18 10:27:34","","","1","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","12","4","3","3","2","4100","1950","1100","1033"
"613","36","YpuFRM3EsA9Tnh","80.114.132.224","-1","A","2022-06-18 14:49:25","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","649","1267","1183","585"
"666","36","GHzsS5M4kn3qPb","5.38.195.169","-1","A","2022-06-18 15:37:43","","","1","15","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","15","5","5","3","2","2526","1864","863","931"
"688","36","755Lpy02O94QoB","176.241.52.27","-1","A","2022-06-18 16:10:21","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","4","3","1","3","1457","1421","491","931"
"737","36","ggF7vx9onwmf0U","80.99.250.94","-1","A","2022-06-19 05:09:54","","","1","11","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","11","3","4","3","1","1069","1003","513","228"
"789","36","OrRCcXsKE1We3k","80.114.167.25","-1","B","2022-06-19 05:20:54","","","1","4","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","449","276","322","490"
"825","36","YUbL3y8fjKvBq7","163.116.178.30","-1","A","2022-06-20 04:25:45","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","2","2","1","1","730","1062","541","545"
"891","36","F2DHJDWKscjV7Y","147.161.169.84","-1","A","2022-06-20 07:26:18","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","2","1","2","732","1016","433","867"
"917","36","lCKkPGBQXKgWlB","89.223.131.144","-1","B","2022-06-20 07:29:59","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","2","3","1","1","752","991","408","481"
"980","36","5MLkC0tXMgK8o0","163.116.178.119","-1","A","2022-06-20 08:51:08","","","1","7","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","7","3","2","1","1","986","1020","335","335"
"1019","36","WsXGz7XlEYcxw7","193.225.54.2","-1","B","2022-06-20 11:06:23","","","1","19","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","19","7","6","3","3","4164","4157","1566","2415"
"1044","36","19jHpDbOrHhK2E","176.63.28.243","-1","A","2022-06-20 13:45:28","","","1","12","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","12","3","3","2","4","2550","2366","1849","2028"
"1111","36","QIU1BczDGxOpGR","89.205.131.27","-1","A","2022-06-21 07:25:46","","","1","4","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","4","1","1","1","1","939","1081","646","746"
"1134","36","iWl2lzunrIV01z","145.108.230.212","-1","A","2022-06-21 07:27:27","","","1","8","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet","8","1","2","2","3","392","1736","744","1748"
"1166","36","BAx0a97PQ40dev","146.50.212.25","-1","A","2022-06-21 10:36:08","","","1","6","confirm","2","B-A","Amount/Time","mir.thesis.json","dynSet","6","2","1","1","2","596","251","484","536"
