"id","expname","subject","ip","condnum","choice","submitted","event","name","value","time","submit","test","optionOrder","attributeOrder","jsonfile","set"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","onload","body","body","58","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseover","box1","d=0","2207","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseout","box1","","3465","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseover","box2","d=0","3508","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseout","box2","","6464","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseover","box2","d=0","6473","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseout","box2","","6474","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseover","box4","d=0","6548","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseout","box4","","7331","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
"10","16","B0fCn5WB3XbJ0g","211.248.192.15","-1","B","2022-06-14 10:47:08","mouseover","box3","d=0","7347","confirm","2","A-B","Amount/Time","mir.thesis.json","dynSet"
